dvanáct;dv-a-náct
zasršel;za-srš-e-l
obroste;ob-rost-e
splyne;s-ply-n-e
okurky;okur-k-y
dejme;d-ej-me
hruška;hruš-k-a
nepohne;ne-po-h-n-e
trápilo;tráp-i-l-o
slávy;sláv-y
horlivJEji;hor-l-i-v-JE-ji
vlídňejší;vlíd-ň-ej-š-í
hafhaf;haf-haf
rasy;ras-y
syčí;syč-í
ňejakýX;ňe-jak-ý-X
nadobro;na-dobr-o
rublů;rubl-ů
hájit;háj-i-t
montaigneovi;montaigne-ovi
zmetku;z-met-k-u
rozuMŇEním;roz-uMŇ-E-n-í-m
krabice;krab-ic-e
obyvatelstva;o-by-v-a-tel-stv-a
vyjádřeno;vy-jádř-en-o
řek;řek
tabáku;tabák-u
vystrčíš;vy-strč-í-š
vysvJEtlováním;vy-svJEt-l-ová-n-í-m
velkými;vel-k-ý-m-i
žlutá;žlut-á
přivoláno;při-vol-á-n-o
smutno;smut-n-o
letos;let-os
vyšetřování;vy-šetř-ová-n-í
důležiťejší;dů-lež-iť-ej-š-í
zaplétá;za-plét-á
sOčinné;sO-čin-n-é
viďte;viď-te
XladnýX;Xlad-n-ý-X
psyXologický;psyXo-log-ic-k-ý
tvůj;t-v-ůj
sjeli;s-je-l-i
zavřeli;za-vř-e-l-i
ústí;úst-í
breptal;brept-a-l
srpna;srp-n-a
abstrakcí;ab-s-trak-c-í
zaXycujeme;za-Xyc-u-j-e-me
přijdO;při-jd-O
tiXOnce;tiX-On-c-e
kůži;kůž-i
druhotná;druh-ot-n-á
pravdO;prav-d-O
výXodu;vý-Xod-u
podvodník;pod-vod-n-ík
Xatrný;Xatr-n-ý
naivní;naiv-n-í
nesráží;ne-s-ráž-í
drtivý;drt-iv-ý
nyčko;nyčko
učil;uč-i-l
hotové;hotov-é
váží;váž-í
uhajováním;u-haj-ová-n-í-m
políX;pol-í-X
hoXmana;hoXman-a
rozluky;roz-luk-y
hlasiťeji;hlas-iť-eji
obJEda;obJEd-a
takovými;tak-ov-ý-m-i
jakoby;jak-o-by
zůstala;z-ů-sta-l-a
Xťej;Xť-e-j
ráčí;ráč-í
skrz;skrz
ztráta;z-trát-a
splavem;s-plav-e-m
vraha;vrah-a
popis;po-pis
wild;wild
střehu;střeh-u
babo;bab-o
brečeli;breč-e-l-i
taky;taky
vazbJE;vaz-b-JE
zdar;z-dar
blízké;blíz-k-é
zatrápení;za-tráp-en-í
papOškováním;papOš-k-ová-n-í-m
potvrdím;po-tvrd-í-m
bytí;by-t-í
nejvýhodňejší;nej-vý-hod-ň-ej-š-í
družnosti;druž-n-ost-i
nedovJEďel;ne-do-vJEď-e-l
pilují;pil-u-j-í
marňe;mar-ň-e
získávání;získ-á-v-á-n-í
mravenčí;mraven-č-í
lecčems;lec-č-e-m-s
pustili;pust-i-l-i
dovnitř;do-v-nitř
hanby;han-b-y
orXestrem;orXestr-e-m
bílý;bíl-ý
držela;drž-e-l-a
vyhrabal;vy-hrab-a-l
usmrcující;u-s-mr-c-uj-í-c-í
čitím;či-t-í-m
práská;prásk-á
spJEšňe;spJEš-ň-e
samými;sam-ý-m-i
holoto;hol-ot-o
leží;lež-í
porazili;po-raz-i-l-i
volby;vol-b-y
pamatoval;pamat-ova-l
neskromňe;ne-s-krom-ň-e
došlo;do-š-l-o
dáno;d-á-n-o
vJEdeckýX;vJEd-ec-k-ý-X
srolované;s-rol-ova-n-é
nedojdO;ne-do-jd-O
deXem;deX-e-m
milostnými;mil-ost-n-ý-m-i
modrý;modr-ý
benediktýnů;benedikt-ýn-ů
naší;n-a-š-í
kéž;kéž
růžence;růž-en-c-e
popel;popel
šťekat;šťek-a-t
podobného;po-dob-n-é-ho
krámek;krám-ek
nejspravedlivJEjšího;nej-s-prav-ed-l-iv-JEj-š-í-ho
neukradl;ne-u-krad-l
palOček;pa-lOč-ek
učitel;uč-i-tel
mocí;moc-í
nerozuMŇEl;ne-roz-uMŇ-E-l
zkusíme;z-kus-í-me
ztlOstne;z-tlOst-n-e
pobJEží;po-bJEž-í
vJEtšinO;vJEt-š-in-O
hronovJE;hronov-JE
to;t-o
psům;ps-ů-m
límec;lím-ec
říci;říc-i
neumíš;ne-um-í-š
instance;in-stanc-e
hledali;hled-a-l-i
cítit;cít-i-t
myšlenka;myšl-e-n-k-a
vyzkOmala;vy-z-kOm-a-l-a
nikoho;ni-k-o-ho
zařídil;za-říd-i-l
fenomenalism;fenomen-al-ism
nevíce;ne-více
poledne;pol-e-dn-e
lotře;lotř-e
širokO;šir-ok-O
čelisti;čelist-i
prázdnota;prázd-n-ot-a
vůdce;vůd-c-e
Xvilka;Xvil-k-a
četníci;čet-n-íc-i
zdroj;zdroj
velblOdí;velblOd-í
osaMŇElO;o-saMŇ-E-l-O
lupu;lup-u
vrká;vrk-á
neuMŇEl;ne-uMŇ-E-l
základ;zá-klad
batikový;batik-ov-ý
hrnéček;hrn-éč-ek
příležitost;pří-lež-it-ost
špionáží;špion-áž-í
kolena;kolen-a
rozmanitost;roz-man-it-ost
říkává;řík-á-v-á
vrtohlavá;vrt-o-hlav-á
kOkal;kOk-a-l
libovolňe;lib-o-vol-ň-e
neztratí;ne-z-trat-í
oken;oken
lidskO;lid-sk-O
Xvilku;Xvil-k-u
vrXolné;vrX-ol-n-é
zlá;zl-á
komorníkovi;komor-n-ík-ovi
sklopenýma;s-klop-en-ý-m-a
vyspal;vy-sp-a-l
formy;form-y
stár;stár
promiňte;pro-mi-ň-te
dňe;dň-e
znali;zn-a-l-i
zvolena;z-vol-en-a
hodnot;hod-n-ot
poví;po-v-í
nabídli;na-bíd-l-i
spálilo;s-pál-i-l-o
pozůstalosti;po-zů-sta-l-ost-i
ryba;ryb-a
omámený;o-mám-en-ý
navJEky;na-vJEk-y
jemu;j-e-mu
železa;želez-a
pojem;po-jem
lumpy;lump-y
jaterní;jater-n-í
svobodné;svobod-n-é
reforma;re-form-a
puškami;puš-k-a-m-i
peřinky;peř-in-k-y
nedobytnýX;ne-do-by-t-n-ý-X
proklel;pro-kle-l
nevzďelanost;ne-vz-ďel-a-n-ost
náprsní;ná-prs-n-í
ďel;ďel
ulicí;ul-ic-í
štípalo;štíp-a-l-o
ďelávají;ďel-á-v-aj-í
nepoXopíš;ne-po-Xop-í-š
zármutkem;zá-rmut-k-e-m
totiž;totiž
vstrčil;v-strč-i-l
vydeXl;vy-deX-l
obyčejný;obyč-ej-n-ý
sociálňe;soci-ál-ň-e
moment;moment
kupeček;kup-eč-ek
čertům;čert-ů-m
občas;ob-čas
spiridion;spiridion
zapřisáhl;za-při-sáh-l
Xlape;Xlap-e
vystavJEna;vy-stav-JE-n-a
letu;let-u
snadná;snad-n-á
zneXucení;z-ne-Xuc-en-í
agenti;ag-ent-i
dáte;d-á-te
točil;toč-i-l
nejčinňejšíX;nej-čin-ň-ej-š-í-X
gratuluju;gratul-u-j-u
slzy;slz-y
potvoro;po-tvor-o
prala;pr-a-l-a
zima;zim-a
štíňe;štíň-e
pantáta;pan-tát-a
sOd;sOd
roztříďenými;roz-tříď-en-ý-m-i
uniknOt;u-nik-nO-t
prospJEšňejší;pro-spJEš-ň-ej-š-í
převelmi;pře-vel-mi
vzleťeli;vz-leť-e-l-i
předsedové;před-sed-ové
dozvJEďela;do-z-vJEď-e-l-a
vyXrtlý;vy-Xrt-l-ý
drsné;drs-n-é
zmrzne;z-mrz-n-e
vyšším;vyš-š-í-m
hudba;hud-b-a
eKSistuje;eKSist-u-j-e
hospodin;hospodin
slušelo;sluš-e-l-o
zloďejská;zl-o-ďej-sk-á
neublížil;ne-u-blíž-i-l
metodám;metod-á-m
stein;stein
ukradený;u-krad-en-ý
nedostatek;ne-do-stat-ek
nehledí;ne-hled-í
turecky;turec-k-y
bohužel;bohužel
vyřežu;vy-řež-u
řešeny;řeš-en-y
pápJErka;pá-pJEr-k-a
neMŇEl;ne-MŇ-E-l
aspoň;aspoň
cello;cell-o
přítomném;pří-t-o-m-n-é-m
otisků;o-tisk-ů
dluhem;dluh-e-m
milovaná;mil-ova-n-á
špionáž;špion-áž
vršovicíX;vršovic-í-X
zakažte;za-kaž-te
podobají;po-dob-aj-í
priori;priori
službám;služ-b-á-m
feXner;feXner
konkrétní;kon-krét-n-í
dolaru;dolar-u
domáhal;do-máh-a-l
lidským;lid-sk-ý-m
otevřely;ote-vř-e-l-y
teskno;tesk-n-o
fenu;fen-u
hojňe;hoj-ň-e
krámy;krám-y
neuvrh;ne-u-vrh
rokem;rok-e-m
váhu;váh-u
bohaťe;boh-ať-e
naivity;naiv-it-y
vysypat;vy-syp-a-t
nezavolají;ne-za-vol-a-j-í
nežádat;ne-žád-a-t
pomocný;po-moc-n-ý
ryseX;rys-e-X
špičkáX;špič-k-á-X
levín;levín
hlavy;hlav-y
třesOcí;třes-O-c-í
šOpání;šOp-á-n-í
průXodním;prů-Xod-n-í-m
vlídný;vlíd-n-ý
kývat;kýv-a-t
vaihingerův;vaihinger-ův
osobní;o-sob-n-í
cesty;cest-y
stříbro;stříbr-o
tváří;tvář-í
zakotvení;za-kotv-en-í
kviklo;kvik-l-o
povinností;po-vin-n-ost-í
popište;po-piš-te
skákavá;skák-a-v-á
cítím;cít-í-m
našimi;n-a-š-i-m-i
logickými;log-ic-k-ý-m-i
jamese;james-e
plove;plov-e
vedOce;ved-Oc-e
kůry;kůr-y
zlomená;z-lom-en-á
špióny;špión-y
vrabčáka;vrab-č-ák-a
pohnutka;po-hn-u-t-k-a
vztek;vz-tek
obr;obr
hvJEzdicová;hvJEzd-ic-ov-á
nevystihují;ne-vy-stih-u-j-í
faktům;fakt-ů-m
radečském;radeč-sk-é-m
nepřijít;ne-při-jí-t
peče;peč-e
úspJEXy;ú-spJEX-y
symbolizovati;symbol-iz-ova-ti
potřebám;po-třeb-á-m
zdál;z-dá-l
jdO;jd-O
rovnost;rov-n-ost
lotranda;lotrand-a
zkušeností;z-kuš-en-ost-í
Xodí;Xod-í
nejvJErňejšího;nej-vJEr-ň-ej-š-í-ho
hrníčky;hrn-íč-k-y
malovodníčkové;mal-o-vod-n-íč-k-ové
ukážu;u-káž-u
pyramidálňe;pyramid-ál-ň-e
hrO;hr-O
harfu;harf-u
omylu;o-myl-u
dovedla;do-ved-l-a
heroismu;hero-ism-u
pisdoJE;pisk-l-av-JE
vzpomňel;vz-po-mň-e-l
obraze;ob-raz-e
bříškem;bříš-k-e-m
vynáší;vy-náš-í
nepřežitelnO;ne-pře-ži-tel-n-O
ztlOstla;z-tlOst-l-a
hosana;hosana
kostelci;kostelc-i
poznatkem;po-zn-a-t-k-e-m
stran;stran
povídat;po-víd-a-t
nestačí;ne-stač-í
prvotní;prv-ot-n-í
kladOce;klad-Oc-e
skývu;skýv-u
náboženskými;ná-bož-en-sk-ý-m-i
hřeje;hře-j-e
sekty;sekt-y
zdrceňe;z-drc-e-ň-e
skutečnu;s-kut-če-n-u
šaty;šat-y
prostředkem;pro-střed-k-e-m
předpokládejme;před-po-klád-ej-me
kapsář;kaps-ář
kupovat;kup-ova-t
stovka;st-ov-k-a
frnknu;frnk-n-u
závor;zá-vor
ztratila;z-trat-i-l-a
obešli;obe-š-l-i
jednoduXá;jedn-o-duX-á
obrali;o-br-a-l-i
sbJEratelské;s-bJEr-a-tel-sk-é
velmožnýX;vel-mož-n-ý-X
královu;král-ov-u
ďelal;ďel-a-l
vystlaná;vy-stl-a-n-á
druhým;druh-ý-m
znáte;zn-á-te
kontemplaci;kon-templ-ac-i
sOcitný;sO-cit-n-ý
vrXní;vrX-n-í
jezdí;jezd-í
uznati;u-zn-a-ti
horálek;horálek
šofér;šofér
nezajímají;ne-za-jím-aj-í
jeřáby;jeřáb-y
fyzika;fyz-ik-a
sOstavy;sO-stav-y
rodiny;rod-in-y
gandarovi;gandar-ovi
rozbJEhli;roz-bJEh-l-i
pokladny;po-klad-n-y
interesovaný;interes-ova-n-ý
konají;kon-aj-í
naléval;na-lé-v-a-l
vlny;vln-y
et;et
padalo;pad-a-l-o
Xvilce;Xvil-c-e
bydlel;bydl-e-l
příbuzní;příbuz-n-í
rozhrnula;roz-hrn-u-l-a
tlustý;tlust-ý
stav;stav
přeli;př-e-l-i
odpovídaly;od-po-víd-a-l-y
žiláX;žil-á-X
Xvíli;Xvíl-i
zpečeťeno;za-pečeť-en-o
vévoda;vé-vod-a
herec;her-ec
patrola;patrol-a
bručeli;bruč-e-l-i
naplil;na-pl-i-l
motýlů;motýl-ů
stolu;stol-u
prasáci;pras-ác-i
uťešili;u-ťeš-i-l-i
tužby;tuž-b-y
řemenář;řemen-ář
domňenku;do-mň-e-n-k-u
čtyřma;čtyř-m-a
devátého;devát-é-ho
papír;papír
výťežky;vý-ťež-k-y
špatnýX;špat-n-ý-X
tabulka;tabul-k-a
bádání;bád-á-n-í
nadívané;na-dí-v-a-n-é
rackové;rack-ové
nAčila;n-Ač-i-l-a
šuMŇEl;šuMŇ-E-l
vzniku;vz-nik-u
stopJE;stop-JE
smála;smá-l-a
desátá;desát-á
obJEhli;o-bJEh-l-i
stýská;s-týsk-á
obyvatel;o-by-v-a-tel
olOpit;o-lOp-i-t
pragmatismu;pragm-at-ism-u
právu;práv-u
nevolno;ne-vol-n-o
hůl;hůl
nesOvislé;ne-sO-vis-l-é
vypil;vy-pi-l
nikam;ni-kam
život;ži-v-ot
krOťe;krOť-e
rozpaků;roz-pak-ů
zAjme;zA-jm-e
cestičkami;cest-ič-k-a-m-i
splynOti;s-ply-nO-ti
vyřízne;vy-říz-n-e
příkladnO;pří-klad-n-O
lOpežnická;lOp-ež-n-ic-k-á
dvaceti;dv-a-cet-i
svrXovanost;s-vrX-ova-n-ost
popálila;po-pál-i-l-a
županu;župan-u
pOty;pOt-y
meteory;meteor-y
jednO;jedn-O
mi;m-i
přijmeme;při-jm-e-me
zaplétat;za-plét-a-t
brků;brk-ů
honili;hon-i-l-i
ňejakého;ňe-jak-é-ho
živit;ži-v-i-t
jsme;js-me
smrti;s-mr-t-i
krvavý;krv-av-ý
hospodo;hospod-o
hezčí;hez-č-í
stromu;strom-u
pod;pod
přesvJEdčivýX;pře-s-vJEd-č-iv-ý-X
fakana;fakan-a
vypsána;vy-ps-á-n-a
praskot;prask-ot
paní;pan-í
fimbriatus;fimbriatus
vizionární;viz-ion-ár-n-í
bJEžím;bJEž-í-m
zavázal;za-váz-a-l
tečnami;teč-n-a-m-i
muzika;muzik-a
vydá;vy-d-á
MŇEkce;MŇEk-c-e
účastí;ú-čast-í
mládenec;mlád-en-ec
neshoduje;ne-s-hod-u-j-e
kola;kol-a
porazil;po-raz-i-l
ráz;ráz
vJEření;vJEř-en-í
zAjatý;z-A-j-a-t-ý
pustils;pust-i-l-s
bibli;bibl-i
pragmatistickým;pragm-at-ist-ic-k-ý-m
krejcary;krejcar-y
nate;na-te
krOžila;krOž-i-l-a
dokončil;do-konč-i-l
landová;land-ov-á
kuráží;kuráž-í
vJEříme;vJEř-í-me
jejdanečku;jejdanečku
rozsypáno;roz-syp-á-n-o
pragmatistický;pragm-at-ist-ic-k-ý
vymyšlené;vy-myšl-e-n-é
učenec;uč-en-ec
vzduXu;vz-duX-u
doplňení;do-plň-en-í
dotvrdí;do-tvrd-í
vykuXám;vy-kuX-á-m
teplice;teplic-e
okOzlila;o-kOzl-i-l-a
trojí;tr-oj-í
všední;všedn-í
nepamatuju;ne-pamat-u-j-u
Xudáku;Xud-ák-u
střelbu;střel-b-u
bawden;bawden
královský;král-ov-sk-ý
Area;Are-a
bloku;blok-u
řvát;řv-á-t
přísností;přísn-ost-í
vJEdec;vJEd-ec
vybírat;vy-bír-a-t
nejčistší;nej-čist-š-í
roseggera;rosegger-a
neumí;ne-um-í
agentů;ag-ent-ů
objeví;ob-jev-í
kapsáX;kaps-á-X
křesťanskému;křesť-an-sk-é-mu
polorozvitý;pol-o-roz-vi-t-ý
hledám;hled-á-m
objektivní;ob-jekt-iv-n-í
vystOpí;vy-stOp-í
podlitin;pod-li-t-in
řekneme;řek-n-e-me
trpJEti;trp-JE-ti
hrubJE;hrub-JE
nezávislá;ne-zá-vis-l-á
obohacován;o-boh-ac-ová-n
vztahuje;vz-tah-u-j-e
vejde;ve-jd-e
zavraždit;za-vraž-d-i-t
vykonal;vy-kon-a-l
nepohnul;ne-po-h-nu-l
odkázat;od-káz-a-t
pohladil;po-hlad-i-l
brodeX;brod-e-X
hluboký;hlub-ok-ý
vašnosti;vaš-n-ost-i
důvJEřovati;dů-vJEř-ova-ti
duje;du-j-e
dvanáctkrát;dv-a-náct-krát
perleťářský;perl-eť-ář-sk-ý
slečny;sleč-n-y
rohu;roh-u
podnik;pod-nik
záhy;záh-y
eucken;eucken
kOsku;kOs-k-u
blízko;blíz-k-o
pokaždé;po-každ-é
šestákem;šest-ák-e-m
samostatnost;sam-o-stat-n-ost
metafyziku;meta-fyz-ik-u
žíznili;žízn-i-l-i
kOpit;kOp-i-t
pAza;pAz-a
obrazem;ob-raz-e-m
seďela;seď-e-l-a
ťežko;ťež-k-o
počtvrté;po-čtvrt-é
téma;tém-a
vyžadujeme;vy-žad-u-j-e-me
vyhýbali;vy-hýb-a-l-i
dvacátý;dv-a-cát-ý
kluk;kluk
čerti;čert-i
stejnost;stej-n-ost
stvořím;s-tvoř-í-m
hledaly;hled-a-l-y
milionáře;milion-ář-e
rozlišíme;roz-liš-í-me
spočívá;s-po-čí-v-á
galantnosti;gal-ant-n-ost-i
překrucování;pře-kruc-ová-n-í
zkOší;z-kOš-í
holčičky;hol-č-ič-k-y
amina;amin-a
stéblo;stéb-l-o
bezohledňe;bez-o-hled-ň-e
zavřely;za-vř-e-l-y
hnán;hn-á-n
sofa;sof-a
vejci;vej-c-i
lOpit;lOp-i-t
sOdí;sOd-í
řetízkem;řetíz-k-e-m
srolovanýX;s-rol-ova-n-ý-X
Xrápala;Xráp-a-l-a
unaven;u-nav-en
přinesli;při-nes-l-i
nejvyšší;nej-vyš-š-í
kvantitativního;kvant-it-at-iv-n-í-ho
rozleťely;roz-leť-e-l-y
modlili;modl-i-l-i
impulsu;im-puls
kOká;kOk-á
kluci;kluc-i
skřípáním;skříp-á-n-í-m
blbec;blb-ec
Xodníku;Xod-n-ík-u
nenutíme;ne-nut-í-me
plavky;plav-k-y
lOpeží;lOp-ež-í
podlého;podl-é-ho
ustrojil;u-stroj-i-l
pohyboval;po-hyb-ova-l
vytřásá;vy-třás-á
dvora;dvor-a
anatol;anatol
pragmatisté;pragm-at-ist-é
poznáváte;po-zn-á-v-á-te
mast;mast
dojat;do-j-at
sedláře;sed-l-ář-e
jednatelem;jedn-a-tel-e-m
zkusil;z-kus-i-l
přírodňe;pří-rod-ň-e
plavce;plav-c-e
porco;porco
hleďet;hleď-e-t
výlučným;vý-luč-n-ý-m
nehašené;ne-haš-en-é
poznání;po-zn-á-n-í
ztracenO;z-trac-en-O
dekretuje;dekret-u-j-e
jisté;jist-é
dopsal;do-ps-a-l
žít;ží-t
náruživost;náruž-iv-ost
určuje;urč-u-j-e
toho;t-o-ho
náhlé;náhl-é
pravdivá;prav-d-iv-á
milovaný;mil-ova-n-ý
vorfindung;vorfindung
hasit;has-i-t
opravdická;o-prav-d-ic-k-á
vzlykající;vz-lyk-aj-í-c-í
plyne;ply-n-e
nátura;nátur-a
zdá;z-dá
pořádná;po-řád-n-á
celým;cel-ý-m
skutečnýX;s-kut-eč-n-ý-X
horečném;hor-eč-n-é-m
tržnice;trž-n-ic-e
nešťastnO;ne-šťast-n-O
zahozenýX;za-hoz-en-ý-X
supJEní;sup-JE-n-í
vodníci;vod-n-íc-i
protestantského;pro-test-ant-sk-é-ho
netrápí;ne-tráp-í
psyXologismu;psyXo-log-ism-u
bázňe;bá-zň-e
potřeb;po-třeb
žlOtnO;žlOt-n-O
kdepaks;kd-e-pak-s
okny;okn-y
užije;u-ži-j-e
zaXránila;za-Xrán-i-l-a
nový;nov-ý
lOpežníkem;lOp-ež-n-ík-e-m
cizinec;ciz-in-ec
výhodné;vý-hod-n-é
omlOval;o-mlOv-a-l
rarita;rar-it-a
zřetelnO;zř-e-tel-n-O
babičkO;bab-ič-k-O
nevinen;ne-vin-en
zobecňelýX;z-obec-ň-e-l-ý-X
vaihingerova;vaihinger-ov-a
vybrat;vy-br-a-t
salát;salát
velkém;vel-k-é-m
osudem;o-sud-e-m
hrabátky;hrab-át-k-y
dovršeno;do-vrš-en-o
jMŇEní;jMŇ-E-n-í
upotřebitelnosti;u-po-třeb-i-tel-n-ost-i
Ato;At-o
nevíš;ne-v-í-š
procitli;pro-cit-l-i
berlínského;berlín-sk-é-ho
syn;syn
uvedl;u-ved-l
širšího;šir-š-í-ho
formátu;form-át-u
náplňe;ná-plň-e
sXody;s-Xod-y
takovýhle;tak-ov-ý-hle
nijetzsXeovi;nijetzsXe-ovi
sXumannovy;sXumann-ov-y
japonci;japon-c-i
kopyta;kopyt-a
velká;vel-k-á
krááál;krááál
amerika;amerik-a
pohyby;po-hyb-y
nebýt;na-bý-t
dožralo;do-žr-a-l-o
odpykal;od-pyk-a-l
což;c-o-ž
usMŇEvavO;u-sMŇE-v-av-O
uXovány;u-Xov-á-n-y
pragmatická;pragm-at-ic-k-á
rAbíř;rAb-íř
širém;šir-é-m
nebi;neb-i
živnosti;ži-v-n-ost-i
vyšťekl;vy-šťek-l
Xatrňejší;Xatr-ň-ej-š-í
václave;václav-e
dedukcí;de-duk-c-í
mOdrý;mOdr-ý
vloni;v-lon-i
vlOdil;v-lOd-i-l
sluXu;sluX-u
hledajíc;hled-aj-íc
stem;st-e-m
třeba;třeb-a
užíváme;u-ží-v-á-me
praXy;praX-y
osmé;osm-é
krOtí;krOt-í
visnaga;visnag-a
platí;plat-í
košíř;koš-íř
povJEtří;po-vJEtř-í
napřed;na-před
čapli;čap-l-i
pJEXota;pJEX-ot-a
nadání;na-d-á-n-í
zhoršil;z-hor-š-i-l
angloamerické;angl-o-americ-k-é
nohavice;noh-av-ic-e
shrnuli;s-hrn-u-l-i
styďet;styď-e-t
vJEtšiny;vJEt-š-in-y
mrtvola;mr-tv-ol-a
rozďelíme;roz-ďel-í-me
generace;gener-ac-e
zatvrzují;za-tvrz-u-j-í
frijesovský;frijes-ov-sk-ý
ťesné;ťesn-é
hamadan;hamadan
neodvolatelňe;ne-od-vol-a-tel-ň-e
začervenal;za-červen-a-l
říkat;řík-a-t
kOzelníka;kOzel-n-ík-a
patnácté;pat-náct-é
sílu;síl-u
oplývá;o-plý-v-á
večerníky;večer-n-ík-y
zlaté;zlat-é
vzdáleňejší;vz-dál-e-ň-ej-š-í
definitivní;de-fin-it-iv-n-í
odpykanO;od-pyk-a-n-O
všedním;všedn-í-m
duXovní;duX-ov-n-í
revolveru;revolver-u
opravdovské;o-prav-d-ov-sk-é
klíční;klíč-n-í
šatnářka;šat-n-ář-k-a
vraždi;vraž-d-i
jednoduXý;jedn-o-duX-ý
drátu;drát-u
vemte;vem-te
proklOzl;pro-klOz-l
nania;nania
kaktusy;kaktus-y
rutina;rutin-a
spadeno;s-pad-en-o
pyšňe;pyš-ň-e
stuart;stuart
šírazů;šíraz-ů
praktická;prakt-ic-k-á
tvrzeními;tvrz-en-í-m-i
každO;každ-O
čekáme;ček-á-me
pokrývá;po-krý-v-á
vařit;vař-i-t
rostO;rost-O
spal;sp-a-l
sotva;sotva
neutek;ne-u-tek
našinec;n-a-š-i-n-ec
sedmé;sedm-é
třemi;tř-e-m-i
seber;se-ber
kOzlu;kOzl-u
splniti;s-pln-i-ti
všimne;všim-n-e
neuspokojivost;ne-u-s-po-koj-i-v-ost
neuďelal;ne-u-ďel-a-l
rozhodly;roz-hod-l-y
zamilovanýX;za-mil-ova-n-ý-X
spánek;sp-á-n-ek
důvJErňe;dů-vJEr-ň-e
dokonalé;do-kon-a-l-é
poznávající;po-zn-á-v-aj-í-c-í
úmysly;ú-mysl-y
oříškový;oříš-k-ov-ý
necítím;ne-cít-í-m
ňemá;ňem-á
vJErnost;vJEr-n-ost
smíXovském;smíXov-sk-é-m
tragický;trag-ic-k-ý
prostý;prost-ý
nitrným;nitr-n-ý-m
vnitřnosteX;v-nitř-n-ost-e-X
příklad;pří-klad
zřetelnosti;zř-e-tel-n-ost-i
stupeň;stup-eň
panovníkem;pan-ov-n-ík-e-m
řeklo;řek-l-o
upomínka;u-po-mín-k-a
nádraží;ná-draž-í
hlOpostí;hlOp-ost-í
bohů;boh-ů
způsoby;z-pů-sob-y
newton;newton
vrypu;v-ryp-u
rozbalil;roz-bal-i-l
distrakcí;dis-trak-c-í
refleKSního;re-fleKS-n-í-ho
brazolety;brazolet-y
unaveni;u-nav-en-i
převeliké;pře-vel-ik-é
teleologické;teleo-log-ic-k-é
madonna;madonna
uspokojivJE;u-s-po-koj-i-v-JE
čiXl;čiX-l
užívání;u-ží-v-á-n-í
následovnímu;ná-sled-ov-n-í-mu
obdržuje;ob-drž-u-j-e
dojdO;do-jd-O
zobrazení;z-obraz-en-í
antona;anton-a
odpovJEďela;od-po-vJEď-e-l-a
obrovský;obr-ov-sk-ý
hrníčku;hrn-íč-k-u
tiXé;tiX-é
bobek;bob-ek
XorobO;Xor-ob-O
pomodlil;po-modl-i-l
nasťehovat;na-sťeh-ova-t
jednatel;jedn-a-tel
pojď;po-jď
nebaví;na-bav-í
ubrus;ubrus
ropuXa;ropuX-a
lže;lž-e
spisu;s-pis-u
seznam;se-znam
vJEčnými;vJEč-n-ý-m-i
ptám;pt-á-m
stala;sta-l-a
zbytečným;z-by-t-eč-n-ý-m
zrníčko;zrn-íč-k-o
zmítání;z-mít-á-n-í
policejnímu;polic-ej-n-í-mu
který;kter-ý
ohlásit;o-hlás-i-t
získanO;získ-a-n-O
nepřisvojil;ne-při-sv-oj-i-l
ženský;žen-sk-ý
vyzpovídat;vy-z-po-víd-a-t
nejpůvodňejšíX;nej-pů-vod-ň-ej-š-í-X
bodáky;bod-ák-y
popular;popular
nárokům;ná-rok-ů-m
boKSerku;boKS-er-k-u
smí;sm-í
hříšník;hříš-n-ík
smát;smá-t
zadeček;zad-eč-ek
husté;hust-é
skutečné;s-kut-eč-n-é
jet;je-t
zježenými;z-jež-en-ý-m-i
aligátor;aligátor
dřívkem;dřív-k-e-m
kaktusář;kaktus-ář
nežije;ne-ži-j-e
ránu;rán-u
nahřeje;na-hře-j-e
jednající;jedn-aj-í-c-í
porculánu;porculán-u
svítilo;svít-i-l-o
jezdila;jezd-i-l-a
akvárium;akv-ár-i-um
čtyř;čtyř
dobrýX;dobr-ý-X
sepjatýma;sep-j-a-t-ý-m-a
jemnosti;jem-n-ost-i
neustálým;ne-u-stál-ý-m
nejvzácňejší;nej-vzác-ň-ej-š-í
kvadrilu;kvadril-u
protivami;protiv-a-m-i
ptáčkové;ptáč-k-ové
jména;jmén-a
půlhodinu;půl-hod-in-u
označitelnýX;o-znač-i-tel-n-ý-X
tlamu;tlam-u
nemoc;ne-moc
rozdílu;roz-díl-u
operovals;oper-ova-l-s
obJEť;obJEť
babičku;bab-ič-k-u
jiný;jin-ý
ujuj;uj-uj
nahnula;na-h-nu-l-a
teze;tez-e
obratností;ob-rat-n-ost-í
psyXologije;psyXo-log-ij-e
okamžicíX;ok-a-mžic-í-X
ztratily;z-trat-i-l-y
termíneX;termín-e-X
krokodýl;krokodýl
tvé;t-v-é
tiší;tiš-í
píšeš;píš-e-š
marnotratného;mar-n-o-trat-n-é-ho
ptáčci;ptáč-c-i
loži;lož-i
patří;patř-í
ženského;žen-sk-é-ho
sebJEhnO;se-bJEh-n-O
mlád;mlád
duX;duX
svázal;s-váz-a-l
talíř;talíř
přihodí;při-hod-í
různýX;různ-ý-X
veselé;vesel-é
hospodář;hospod-ář
počitkový;po-či-t-k-ov-ý
rady;rad-y
pokojnO;po-koj-n-O
